internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
170440,Vigna hosei,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Vigna,hosei,,,,,Backer ex K.Heyne,<em>Vigna hosei</em> Backer ex. K.Heyne belongs to the secondary Gene Pool of Bambara Groundnut <em>V. subterranea</em> (L.) Verde. (Maxted <em>et al</em>. 2004).
176109,Vicia assyriaca,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Vicia,assyriaca,,,,,Boiss.,"<em>V</em><em>icia</em><em>&#160;assyriaca </em>Boiss. is a secondary wild relative of Hungarian Vetch (<span style=""font-style: italic;"">V. pannonica</span>  Crantz), a tertiary wild relative  of Narbon Bean (<span style=""font-style: italic;"">V. narbonensis</span>  L.) and Common Vetch (<span style=""font-style: italic;"">V. sativa</span>  L.) and more remotely a number of  other cultivated vetches Faba Bean (<span style=""font-style: italic;"">V. faba</span> L.), &#160;Articulated Vetch<span style=""font-style: italic;""> </span>(V<span style=""font-style: italic;"">. articulata</span> Hornem.), Bitter Vetch (<span style=""font-style: italic;"">V. ervilia</span> (L.) Willd.) and Winter Vetch (<span style=""font-style: italic;"">V. villosa</span> Roth.) (Maxted and Douglas 1996).<br/><br/>  Townsend (1967) and Meikle (1977), based on observations of herbarium material, consider <em>V. assyriaca</em> to be a synonym of <em>V. noeana</em>. Davis and Plitmann (1970), however, retained the two as distinct species, while noting the existence of intermediate forms. No introgressive specimens have been found and  the specific distinction is warranted (Maxted 1995)."
176125,Vicia hyrcanica,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Vicia,hyrcanica,,,,,Fisch. &amp; C.A.Mey.,<em>Vicia hyrcanica</em> Fisch. &amp; C.A.Mey belongs to Taxon Group three of Hungarian Vetch <em>V. pannonica</em> Crantz. (Maxted 1995).
176387,Isatis arnoldiana,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,BRASSICACEAE,Isatis,arnoldiana,,,,,N.Busch,"<span style=""font-style: italic;"">Isatis arnoldiana</span> N. Busch is a wild relative of dyer's woad, <span style=""font-style: italic;"">I. tinctoria</span> L."
177073,Oryza brachyantha,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Oryza,brachyantha,,,,,A.Chev. &amp; Roehr. ,"<span style=""background-color: white;""><em>O. brachyantha</em> A. Chev. &amp; Roehr. is tertiary wild relative of rice (<em>O. sativa</em> L.) and African rice (<em>O. glaberrima</em> Steud.) (USDA, ARS, National Genetic Resources Program 2017).</span>"
179241,Kyllinga oblonga,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Kyllinga,oblonga,,,,,C.B.Clarke,
179381,Tinospora mossambicensis,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,MENISPERMACEAE,Tinospora,mossambicensis,,,,,Engl.,
179518,Habenaria villosa,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Habenaria,villosa,,,,,Rolfe,
179524,Genlisea glandulosissima,PLANTAE,TRACHEOPHYTA,SCROPHULARIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Genlisea,glandulosissima,,,,,R.E.Fr.,
179538,Crotalaria ovata,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Crotalaria,ovata,,,,,Polhill,"Polhill (1968) described the species as closely related to <em>C. iringana</em>, which is common in the same general area but at lower altitudes."
179672,Plectranthus mafiensis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Plectranthus,mafiensis,,,,,A.J.Paton,
179712,Coffea rhamnifolia,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Coffea,rhamnifolia,,,,,(Chiov.) Bridson,"<em>Coffea rhamnifolia&#160;</em>(Chiov.) Bridson is a wild relative of commercial coffee species,&#160;<em>C. arabica</em>&#160;L. and&#160;<em>C. canephora</em>&#160;Pierre ex A.Froehner (Vincent&#160;<em>et al</em>. 2013). The species is classified in Gene Pool 3 for both species, following the definition of Maxted&#160;<em>et al.</em>&#160;(2006)."
179725,Dissotis bussei,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MELASTOMATACEAE,Dissotis,bussei,,,,,Engl.,
179818,Polystachya lukwangulensis,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Polystachya,lukwangulensis,,,,,P.J.Cribb,
179883,Bulbophyllum gilgianum,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Bulbophyllum,gilgianum,,,,,Kraenzl.,
191319,Aquilaria subintegra,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,THYMELAEACEAE,Aquilaria,subintegra,,,,,Ding Hou,
191321,Aquilaria baillonii,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,THYMELAEACEAE,Aquilaria,baillonii,,,,,Pierre  ex Lecomte,
191405,Liquidambar yunnanensis,PLANTAE,TRACHEOPHYTA,SAXIFRAGALES,MAGNOLIOPSIDA,ALTINGIACEAE,Liquidambar,yunnanensis,,,,,(Rehder &amp; E.H.Wilson) Ickert-Bond &amp; J.Wen,
191420,Camellia connata,PLANTAE,TRACHEOPHYTA,THEALES,MAGNOLIOPSIDA,THEACEAE,Camellia,connata,,,,,(Craib) Craib,This taxon has not been collected or taxonomically re-evaluated for a long period of time. It is sometimes listed as a synonym to <em>Camellia lanceolata</em>.
191424,Camellia dormoyana,PLANTAE,TRACHEOPHYTA,THEALES,MAGNOLIOPSIDA,THEACEAE,Camellia,dormoyana,,,,,(Pierre ex Laness.) Sealy,"<span style=""font-style: italic;"">Camellia krempfii, C. dormoyana, C. fleuryi</span> and <span style=""font-style: italic;"">C. langbianensis</span> are native to the southern provinces of Viet Nam. The past and recent paucity of live materials appears to be the consequence of the destruction of historically documented native habitats. The ongoing land clearing&#160; causing the demise of native vegetation appears to be the result of the ever rising population and its demands for acceptable living conditions.<br/>Despite a decade long effort by a group of international and Australian scientists and collectors, the reliable documentation of the locations of wild populations of these <span style=""font-style: italic;"">Camellia</span> species has remained elusive. Mis-identification of some taxa in National Parks and in some private collections, e.g. <span style=""font-style: italic;"">Camellia krempfii</span> (Gagnep.) Sealy and <span style=""font-style: italic;"">C. dormoyana</span> (Pierre ex Laness) Sealy has occurred."
191430,Camellia krempfii,PLANTAE,TRACHEOPHYTA,THEALES,MAGNOLIOPSIDA,THEACEAE,Camellia,krempfii,,,,,(Gagnep.) Sealy,
191431,Dankia langbianensis,PLANTAE,TRACHEOPHYTA,THEALES,MAGNOLIOPSIDA,THEACEAE,Dankia,langbianensis,,,,,Gagnep.,"<span style=""font-style: italic;"">Camellia krempfii, C. dormoyana, C. fleuryi</span> and <span style=""font-style: italic;"">C. langbianensis</span> are native to the southern provinces of Viet Nam. The past and recent paucity of live materials appears to be the consequence of the destruction of historically documented native habitats. The continuous land clearing causing the demise of native vegetation appears to be the result of the ever rising population and its demands for acceptable living conditions.<br/><br/>Despite a decade long effort by a group of international and Australian scientists and collectors, the reliable documentation of the locations of wild populations of these Camellia species has remained elusive. Mis-identification of some taxa in National Parks and in some private collections, e.g. <span style=""font-style: italic;"">Camellia krempfii</span> (Gagnep.) Sealy and <span style=""font-style: italic;"">C. dormoyana</span> (Pierre ex Lanessan) Sealy has occurred. In regards to, <span style=""font-style: italic;"">C. langbianensis</span> (Gagnep.) P.H.Hô, this taxon must indeed be very rare and perhaps even extinct, as only one collection exists currently in P and all indications are that it has not been collected since its initial discovery. Described as <span style=""font-style: italic;"">Dankia langbianensis</span> by Gagnepain in 1939. A short description can be found in Hô, 1991."
191432,Camellia megasepala,PLANTAE,TRACHEOPHYTA,THEALES,MAGNOLIOPSIDA,THEACEAE,Camellia,megasepala,,,,,Hung T.Chang &amp; Trin Ninh ,
191433,Camellia murauchii,PLANTAE,TRACHEOPHYTA,THEALES,MAGNOLIOPSIDA,THEACEAE,Camellia,murauchii,,,,,Ninh &amp; N.Hakoda,
191434,Camellia nematodea,PLANTAE,TRACHEOPHYTA,THEALES,MAGNOLIOPSIDA,THEACEAE,Camellia,nematodea,,,,,(Gagnep.) Sealy,
191435,Camellia nervosa,PLANTAE,TRACHEOPHYTA,THEALES,MAGNOLIOPSIDA,THEACEAE,Camellia,nervosa,,,,,(Gagnep.) Hung T.Chang,"This species was initially described from material lacking adult flowers, seed capsules or seed. Sealy (1958) discussed the possibility of this taxon not belonging to genus <span style=""font-style: italic;"">Camellia</span>. No lectotypes are available. It appears that no further collections were made. Orel <span style=""font-style: italic;"">et al.</span> failed to find this elusive plant despite repeated attempts to do so."
191443,Camellia vidalii,PLANTAE,TRACHEOPHYTA,THEALES,MAGNOLIOPSIDA,THEACEAE,Camellia,vidalii,,,,,J.C.Rosmann,"The debate, whether <span style=""font-style: italic;"">C. vidalii</span> Rosmann is indeed a species of <span style=""font-style: italic;"">Camellia</span>, or belongs to a closely related ‘sister group’, persists. Molecular work performed by Orel <span style=""font-style: italic;"">et al.</span> suggests the latter."
191486,Magnolia floribunda,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,floribunda,,,,,(Finet &amp; Gagnep.) Figlar   ,This species is in Flora of China as <em>Michelia floribunda</em> Finet &amp; Gagnep.
191488,Magnolia liliiflora,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,liliiflora,,,,,Desr. ,
191490,Magnolia clemensiorum,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,clemensiorum,,,,,Dandy ,
191493,Magnolia duclouxii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,duclouxii,,,,,(Finet &amp; Gagnep.) Hu   ,
191494,Magnolia fulva,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,fulva,,,,,(Hung T.Chang &amp; B.L.Chen) Figlar,
191498,Magnolia coco,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,coco,,,,,(Lour.) DC.,
191506,Magnolia chevalieri,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,chevalieri,,,,,(Dandy) V.S.Kumar,
191508,Magnolia garrettii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,garrettii,,,,,(Craib) V.S.Kumar,In Flora of China this species is known as <em>Manglietia garrettii</em> Craib.
191510,Magnolia championii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,championii,,,,,Benth. ,
191511,Magnolia braianensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,braianensis,,,,,(Gagnep.) Figlar,
191516,Magnolia duperreana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,duperreana,,,,,Pierre ,
191518,Magnolia masticata,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,masticata,,,,,(Dandy) Figlar,
191519,Magnolia balansae,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,balansae,,,,,Aug.DC.,
191849,Vatica harmandiana,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,DIPTEROCARPACEAE,Vatica,harmandiana,,,,,Pierre,"<em>Vatica hamandiana </em>requires further taxonomic verification. It may be placed as&#160;a subspecies within the&#160;<span style=""font-style: italic;"">Vatica odorata</span>&#160;complex (Pooma 2002) however this complex is still only tentatively described.<em>&#160;</em><em>Vatica hamandiana </em>is here assessed&#160;as its own species as has been done for the other species tentatively placed in the proposed&#160;<em>Vatica odorata </em>complex."
191872,Magnolia elegans,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,elegans,,,,,(Blume) H.Keng,
191874,Magnolia hookeri,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,hookeri,,,,,(Cubitt &amp; W.W.Sm.) D.C.S.Raju &amp; M.P.Nayar,In Flora of China as Manglietia hookeri Cubitt & W. W. Smith
191876,Magnolia koordersiana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,koordersiana,,,,,(Noot.) Figlar,
191878,Magnolia philippinensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,philippinensis,,,,,P.Parm.,
191880,Magnolia utilis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,utilis,,,,,(Dandy) V.S.Kumar,
191898,Vatica chevalieri,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,DIPTEROCARPACEAE,Vatica,chevalieri,,,,,(Gagnep.) Smitinand,
193904,Magnolia ashtonii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,ashtonii,,,,,Dandy ex Noot.,"There are no synonyms for <span style=""font-style: italic;"">Magnolia ashtonii</span>."
193905,Magnolia bintuluensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,bintuluensis,,,,,(A.Agostini) Noot.,
193914,Magnolia caveana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,caveana,,,,,(Hook.f. &amp; Thomson) D.C.S.Raju &amp; M.P.Nayar,
193918,Magnolia compressa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,compressa,,,,,Maxim.,"<span style=""font-style: italic;"">Michelia parviflora </span>Merr. is an illegitimate synonym. <br/><a href=""http://www.theplantlist.org/tpl/record/kew-126776""><em></em></a>"
193936,Magnolia doltsopa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,doltsopa,,,,,(Buch.-Ham. ex DC.) Figlar,
193945,Magnolia gigantifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,gigantifolia,,,,,(Miq.) Noot.,
193947,Magnolia gloriensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,gloriensis,,,,,(Pittier) Govaerts,
193952,Magnolia kingii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,kingii,,,,,(Dandy) Figlar,
193953,Magnolia kisopa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,kisopa,,,,,(Buch.-Ham. ex DC.) Figlar,
193954,Magnolia kobus,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,kobus,,,,,DC.,"<a id=""ctl00_MainContentPlaceHolder_nameSynonymsControl_RelatedNamesList_ctl01_RelatedNameLink"" href=""http://www.tropicos.org/Name/19300129"" target=""_top""></a>"
193958,Magnolia lanuginosoides,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,lanuginosoides,,,,,Figlar &amp; Noot.,
193959,Magnolia lasia,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,lasia,,,,,Noot.,"There are no synonyms of <span style=""font-style: italic;"">Magnolia lasia. </span>"
193962,Magnolia leveilleana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,leveilleana,,,,,(Dandy) Figlar,
193964,Magnolia macklottii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,macklottii,,,,,(Korth.) Dandy,
193969,Magnolia mariusjacobsia,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,mariusjacobsia,,,,,Noot.,
193983,Magnolia tarahumara,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,tarahumara,,,,,(A.Vázquez) A.Vázquez,
193984,Magnolia pahangensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,pahangensis,,,,,Noot.,
193990,Magnolia platyphylla,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,platyphylla,,,,,(Merr.) Figlar &amp; Noot.,
193994,Magnolia ptaritepuiana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,ptaritepuiana,,,,,Steyerm.,Some botanists class this plant in the genus  <em>Dugandiodendron</em>.
193995,Magnolia pterocarpa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,pterocarpa,,,,,Roxb.,
193996,Magnolia pubescens,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,pubescens,,,,,(Merr.) Figlar &amp; Noot.,
194000,Magnolia sarawakensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,sarawakensis,,,,,(A.Agostini) Noot.,
194001,Magnolia sellowiana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,sellowiana,,,,,(A.St.-Hil.) Govaerts,
194014,Magnolia tsiampacca,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,tsiampacca,,,,,(L.) Figlar &amp; Noot.,
194016,Magnolia venezuelensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,venezuelensis,,,,,(Lozano) Govaerts,
194017,Magnolia villosa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,villosa,,,,,(Miq.) H.Keng,
194019,Magnolia vrieseana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,vrieseana,,,,,(Miq.) Baill. ex Pierre,
194020,Magnolia yuyuanensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,yuyuanensis,,,,,(Y.W.Law) V.S.Kumar,
194029,Hydrobryum minutale,PLANTAE,TRACHEOPHYTA,PODOSTEMALES,MAGNOLIOPSIDA,PODOSTEMACEAE,Hydrobryum,minutale,,,,,(C.Cusset) Koi &amp; M.Kato [&lt;i&gt;ined.&lt;/i&gt;],
194110,Quercus dalechampii,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,dalechampii,,,,,Ten.,"Classified by Di Pietro <em>et al.</em> (2012)&#160;as a species endemic to Italy. This agrees with the WCSP (2016) diagnosis. Others consider the species to be more widespread across central and southern Europe such as Euro+Med (2016). Here, only the Italian populations are treated."
194217,Quercus pauciradiata,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Quercus,pauciradiata,,,,,"Penas, Llamas, Pérez Morales &amp; Acedo",López González (2001) doubted the origin and validity of the species and suggested that it may be of&#160;hybrid origin. The species is considered as a synonym of <em>Quercus pyrenaica</em> by do Amaral Franco (1993).
194248,Alnus serrulatoides,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Alnus,serrulatoides,,,,,Callier,
194273,Betula baschkirica,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,baschkirica,,,,,Tzvelev,"This species is not recognized in the revision by Ashburner and McAllister (2013), however, following discussion with R. Govaerts and others it has been decided to include the taxon (M. Rivers and K. Shaw pers. comms. 2015)."
194275,Betula bomiensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,bomiensis,,,,,P.C.Li,"<em>Betula delavayi, B. bomiensis, B. calcicola</em> and <em>B. potaninii</em> taxa are very confused. However they are separable by their visible morphological characters, ploidy and geographical distribution."
194549,Betula falcata,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,falcata,,,,,V.N.Vassil.,This species is not recognized in the revision &#160;by Ashburner and McAllister (2013).<br/><br/>This is because the authors had not seen any material of this species. It is accepted on the World Checklist (Govaerts 2014).
194558,Betula sunanensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,sunanensis,,,,,Y.J.Zhang,This species is not recognised in the latest revision of the&#160;<em>Betula&#160;g</em>enus (Ashburner and McAllister 2013).
194561,Carpinus paohsingensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,paohsingensis,,,,,W.Y.Hsia,
194564,Betula wuyiensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,wuyiensis,,,,,J.B.Xiao,This species is not recognized in the latest revision of the&#160;<em>Betula&#160;g</em>enus (Ashburner and McAllister 2013).
194568,Betula karagandensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,karagandensis,,,,,V.N.Vassil.,This species is not recognized in the revision by Ashburner and McAllister (2013).
194569,Corylus wulingensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Corylus,wulingensis,,,,,Q.X.Liu &amp; C.M.Zhang,
194586,Carpinus purpurinervis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,purpurinervis,,,,,Hu,
194589,Alnus firma,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Alnus,firma,,,,,Siebold &amp; Zucc,
194590,Carpinus luochengensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,luochengensis,,,,,J.Y.Liang,
194591,Betula honanensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,honanensis,,,,,S.Y.Wang &amp; C.L.Chang,This species is not recognized in the revision &#160;by Ashburner and McAllister (2013).
194592,Carpinus rupestris,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,rupestris,,,,,A.Camus,
194599,Carpinus lipoensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,lipoensis,,,,,Y.K.Li,
194603,Carpinus microphylla,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,microphylla,,,,,Z.C.Chen ex Y.S.Wang &amp; J.P.Huang,
194604,Carpinus eximia,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,eximia,,,,,Nakai,
194605,Carpinus faginea,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,faginea,,,,,Lindl.,
194611,Carpinus dayongiana,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,dayongiana,,,,,K.W.Liu &amp; Q.Z.Lin,
194612,Alnus orientalis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Alnus,orientalis,,,,,Decne.,
194620,Corylus potaninii,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Corylus,potaninii,,,,,Bobrov,
194622,Betula psammophila,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,psammophila,,,,,V.N.Vassil.,This species is not recognised in the latest revision of the&#160;<em>Betula&#160;</em>genus (Ashburner and McAllister 2013).
194624,Carpinus laxiflora,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,laxiflora,,,,,(Siebold &amp; Zucc.) Blume,
194633,Alnus maximowiczii,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Alnus,maximowiczii,,,,,Callier,
194634,Carpinus shimenensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,shimenensis,,,,,C.J.Qi,
194646,Corylus jacquemontii,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Corylus,jacquemontii,,,,,Decne.,
194647,Alnus fauriei,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Alnus,fauriei,,,,,H.Lév. &amp; Vaniot,
194654,Alnus lanata,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Alnus,lanata,,,,,Duthie ex Bean,
194655,Carpinus mengshanensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,mengshanensis,,,,,S.B.Liang &amp; F.Z.Zhao,
194660,Corylus wangii,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Corylus,wangii,,,,,Hu,"The similar <em>Corylus jacquemontii</em> Decaisne, from the Himalayas, differs in having bract lobes ovate-lanceolate, usually not reflexed, without lobules.(Flora of China, 1999)."
194662,Carpinus japonica,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Carpinus,japonica,,,,,Blume,
194666,Betula coriaceifolia,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,coriaceifolia,,,,,V.N.Vassil.,"This species is not recognized in the revision &#160;by Ashburner and McAllister (2013), however, following on from discussion with R. Govaerts and others it has been decided to include the taxon (M. Rivers and K. Shaw pers. comm. 2015)."
194667,Betula saksarensis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,BETULACEAE,Betula,saksarensis,,,,,Polozhij &amp; A.T.Malzeva,"This species is not included in Ashburner and McAllister (2013) as the authors have not seen material of this species, however it is accepted by the World Checklist of Selected Plant Families (Govaerts 2014)."
